question_ID,source,stage,reference_step,predicted_step,reference_role,predicted_role,role_correct,step_exact,step_within_5,absolute_step_error,steps,method,step_confidence,call_log_directory
travelplanner__109,travelplanner,recall_miss,69,70,transport_agent,manager_agent,False,False,True,1,305,segmented_choice,0.13,results/full/calls/travelplanner__109
travelplanner__110,travelplanner,final_wrong,132,74,verifier_agent,verifier_agent,True,False,False,58,198,segmented_choice,0.56,results/full/calls/travelplanner__110
travelplanner__111,travelplanner,recall_miss,137,138,manager_agent,manager_agent,True,False,True,1,165,segmented_choice,0.54,results/full/calls/travelplanner__111
travelplanner__112,travelplanner,reduction_drop,51,50,stay_agent,stay_agent,True,False,True,1,182,segmented_choice,0.14,results/full/calls/travelplanner__112
travelplanner__113,travelplanner,recall_miss,45,117,transport_agent,verifier_agent,False,False,False,72,169,segmented_choice,0.18,results/full/calls/travelplanner__113
travelplanner__114,travelplanner,correct,161,161,verifier_agent,verifier_agent,True,True,True,0,164,segmented_choice,0.12,results/full/calls/travelplanner__114
travelplanner__115,travelplanner,recall_miss,49,130,stay_agent,food_attr_agent,False,False,False,81,133,segmented_choice,0.28,results/full/calls/travelplanner__115
travelplanner__116,travelplanner,correct,50,50,stay_agent,stay_agent,True,True,True,0,130,segmented_choice,0.3,results/full/calls/travelplanner__116
travelplanner__117,travelplanner,correct,139,139,manager_agent,manager_agent,True,True,True,0,181,segmented_choice,0.37,results/full/calls/travelplanner__117
travelplanner__118,travelplanner,recall_miss,72,42,verifier_agent,manager_agent,False,False,False,30,152,segmented_choice,0.34,results/full/calls/travelplanner__118
travelplanner__119,travelplanner,final_wrong,54,80,stay_agent,manager_agent,False,False,False,26,145,segmented_choice,0.21,results/full/calls/travelplanner__119
travelplanner__120,travelplanner,recall_miss,88,50,food_attr_agent,stay_agent,False,False,False,38,159,segmented_choice,0.12,results/full/calls/travelplanner__120
travelplanner__121,travelplanner,final_wrong,131,0,verifier_agent,verifier_agent,True,False,False,131,134,segmented_choice,0.24,results/full/calls/travelplanner__121
travelplanner__122,travelplanner,reduction_drop,163,177,stay_agent,verifier_agent,False,False,False,14,180,segmented_choice,0.29,results/full/calls/travelplanner__122
travelplanner__123,travelplanner,reduction_drop,153,49,Task_Planner,transport_agent,False,False,False,104,159,segmented_choice,0.37,results/full/calls/travelplanner__123
travelplanner__124,travelplanner,reduction_drop,153,108,Task_Planner,food_attr_agent,False,False,False,45,259,segmented_choice,0.29,results/full/calls/travelplanner__124
travelplanner__125,travelplanner,recall_miss,85,9,Task_Planner,manager_agent,False,False,False,76,129,segmented_choice,0.13,results/full/calls/travelplanner__125
travelplanner__126,travelplanner,reduction_drop,119,189,stay_agent,stay_agent,True,False,False,70,232,segmented_choice,0.52,results/full/calls/travelplanner__126
travelplanner__127,travelplanner,correct,129,129,stay_agent,stay_agent,True,True,True,0,247,segmented_choice,0.07,results/full/calls/travelplanner__127
travelplanner__128,travelplanner,recall_miss,137,54,manager_agent,Task_Planner,False,False,False,83,210,segmented_choice,0.13,results/full/calls/travelplanner__128
travelplanner__129,travelplanner,final_wrong,103,80,stay_agent,food_attr_agent,False,False,False,23,157,segmented_choice,0.28,results/full/calls/travelplanner__129
travelplanner__130,travelplanner,recall_miss,43,173,transport_agent,verifier_agent,False,False,False,130,176,segmented_choice,0.25,results/full/calls/travelplanner__130
travelplanner__131,travelplanner,recall_miss,206,0,stay_agent,Computer_terminal,False,False,False,206,351,segmented_choice,0.46,results/full/calls/travelplanner__131
travelplanner__132,travelplanner,reduction_drop,246,8,Task_Planner,transport_agent,False,False,False,238,252,segmented_choice,0.49,results/full/calls/travelplanner__132
travelplanner__133,travelplanner,recall_miss,156,86,verifier_agent,verifier_agent,True,False,False,70,197,segmented_choice,0.41,results/full/calls/travelplanner__133
travelplanner__134,travelplanner,final_wrong,142,203,transport_agent,verifier_agent,False,False,False,61,206,segmented_choice,0.4,results/full/calls/travelplanner__134
travelplanner__135,travelplanner,reduction_drop,126,93,stay_agent,stay_agent,True,False,False,33,220,segmented_choice,0.66,results/full/calls/travelplanner__135
travelplanner__136,travelplanner,reduction_drop,117,96,Task_Planner,Task_Planner,True,False,False,21,156,segmented_choice,0.11,results/full/calls/travelplanner__136
travelplanner__137,travelplanner,correct,81,81,stay_agent,stay_agent,True,True,True,0,251,segmented_choice,0.19,results/full/calls/travelplanner__137
travelplanner__138,travelplanner,final_wrong,59,61,stay_agent,stay_agent,True,False,True,2,182,segmented_choice,0.34,results/full/calls/travelplanner__138
travelplanner__139,travelplanner,reduction_drop,170,211,manager_agent,manager_agent,True,False,False,41,216,segmented_choice,0.28,results/full/calls/travelplanner__139
travelplanner__140,travelplanner,final_wrong,148,145,verifier_agent,verifier_agent,True,False,True,3,151,segmented_choice,0.07,results/full/calls/travelplanner__140
travelplanner__141,travelplanner,correct,114,114,stay_agent,stay_agent,True,True,True,0,220,segmented_choice,0.48,results/full/calls/travelplanner__141
travelplanner__142,travelplanner,reduction_drop,90,69,stay_agent,stay_agent,True,False,False,21,170,segmented_choice,0.27,results/full/calls/travelplanner__142
travelplanner__143,travelplanner,reduction_drop,119,120,manager_agent,manager_agent,True,False,True,1,184,segmented_choice,0.38,results/full/calls/travelplanner__143
travelplanner__144,travelplanner,correct,233,233,food_attr_agent,food_attr_agent,True,True,True,0,236,segmented_choice,0.22,results/full/calls/travelplanner__144
travelplanner__145,travelplanner,final_wrong,217,110,Task_Planner,Task_Planner,True,False,False,107,222,segmented_choice,0.21,results/full/calls/travelplanner__145
travelplanner__146,travelplanner,final_wrong,193,191,food_attr_agent,Task_Planner,False,False,True,2,196,segmented_choice,0.59,results/full/calls/travelplanner__146
travelplanner__147,travelplanner,final_wrong,216,59,verifier_agent,manager_agent,False,False,False,157,219,segmented_choice,0.27,results/full/calls/travelplanner__147
travelplanner__148,travelplanner,recall_miss,97,221,stay_agent,food_attr_agent,False,False,False,124,224,segmented_choice,0.1,results/full/calls/travelplanner__148
travelplanner__149,travelplanner,reduction_drop,45,56,Task_Planner,stay_agent,False,False,False,11,175,segmented_choice,0.25,results/full/calls/travelplanner__149
travelplanner__150,travelplanner,correct,62,62,Task_Planner,Task_Planner,True,True,True,0,221,segmented_choice,0.34,results/full/calls/travelplanner__150
travelplanner__151,travelplanner,recall_miss,20,0,Task_Planner,manager_agent,False,False,False,20,254,segmented_choice,0.34,results/full/calls/travelplanner__151
travelplanner__152,travelplanner,final_wrong,33,52,stay_agent,food_attr_agent,False,False,False,19,99,segmented_choice,0.23,results/full/calls/travelplanner__152
travelplanner__153,travelplanner,recall_miss,142,8,verifier_agent,transport_agent,False,False,False,134,191,segmented_choice,0.67,results/full/calls/travelplanner__153
travelplanner__154,travelplanner,reduction_drop,98,40,manager_agent,stay_agent,False,False,False,58,150,segmented_choice,0.52,results/full/calls/travelplanner__154
travelplanner__155,travelplanner,correct,43,43,stay_agent,manager_agent,False,True,True,0,135,segmented_choice,0.18,results/full/calls/travelplanner__155
travelplanner__156,travelplanner,recall_miss,41,30,Task_Planner,manager_agent,False,False,False,11,152,segmented_choice,0.51,results/full/calls/travelplanner__156
travelplanner__157,travelplanner,reduction_drop,84,90,food_attr_agent,stay_agent,False,False,False,6,93,segmented_choice,0.2,results/full/calls/travelplanner__157
travelplanner__158,travelplanner,correct,40,40,Computer_terminal,stay_agent,False,True,True,0,134,segmented_choice,0.27,results/full/calls/travelplanner__158
travelplanner__159,travelplanner,final_wrong,96,32,food_attr_agent,transport_agent,False,False,False,64,99,segmented_choice,0.54,results/full/calls/travelplanner__159
travelplanner__160,travelplanner,recall_miss,2,37,Task_Planner,stay_agent,False,False,False,35,111,segmented_choice,0.27,results/full/calls/travelplanner__160
travelplanner__161,travelplanner,recall_miss,2,30,Task_Planner,manager_agent,False,False,False,28,77,segmented_choice,0.69,results/full/calls/travelplanner__161
travelplanner__162,travelplanner,correct,138,138,verifier_agent,verifier_agent,True,True,True,0,141,segmented_choice,0.14,results/full/calls/travelplanner__162
travelplanner__163,travelplanner,recall_miss,116,147,food_attr_agent,Task_Planner,False,False,False,31,153,segmented_choice,0.32,results/full/calls/travelplanner__163
travelplanner__164,travelplanner,direct_wrong,10,32,stay_agent,Task_Planner,False,False,False,22,38,full_context,0.73,results/full/calls/travelplanner__164
travelplanner__165,travelplanner,final_wrong,1,34,Task_Planner,verifier_agent,False,False,False,33,119,segmented_choice,0.22,results/full/calls/travelplanner__165
travelplanner__166,travelplanner,final_wrong,158,34,manager_agent,stay_agent,False,False,False,124,164,segmented_choice,0.28,results/full/calls/travelplanner__166
travelplanner__167,travelplanner,final_wrong,168,68,manager_agent,manager_agent,True,False,False,100,171,segmented_choice,0.28,results/full/calls/travelplanner__167
travelplanner__168,travelplanner,final_wrong,80,30,manager_agent,manager_agent,True,False,False,50,86,segmented_choice,0.22,results/full/calls/travelplanner__168
travelplanner__169,travelplanner,recall_miss,230,69,transport_agent,stay_agent,False,False,False,161,242,segmented_choice,0.31,results/full/calls/travelplanner__169
travelplanner__170,travelplanner,recall_miss,99,236,Task_Planner,transport_agent,False,False,False,137,242,segmented_choice,0.23,results/full/calls/travelplanner__170
travelplanner__171,travelplanner,final_wrong,68,21,stay_agent,transport_agent,False,False,False,47,118,segmented_choice,0.63,results/full/calls/travelplanner__171
travelplanner__172,travelplanner,reduction_drop,194,289,stay_agent,verifier_agent,False,False,False,95,306,segmented_choice,0.39,results/full/calls/travelplanner__172
travelplanner__173,travelplanner,correct,202,202,manager_agent,manager_agent,True,True,True,0,284,segmented_choice,0.35,results/full/calls/travelplanner__173
travelplanner__174,travelplanner,reduction_drop,1,79,Task_Planner,transport_agent,False,False,False,78,188,segmented_choice,0.44,results/full/calls/travelplanner__174
travelplanner__175,travelplanner,recall_miss,93,22,stay_agent,transport_agent,False,False,False,71,166,segmented_choice,0.33,results/full/calls/travelplanner__175
travelplanner__176,travelplanner,recall_miss,59,57,verifier_agent,verifier_agent,True,False,True,2,167,segmented_choice,0.49,results/full/calls/travelplanner__176
travelplanner__177,travelplanner,correct,77,77,stay_agent,stay_agent,True,True,True,0,137,segmented_choice,0.46,results/full/calls/travelplanner__177
travelplanner__178,travelplanner,final_wrong,95,28,manager_agent,transport_agent,False,False,False,67,152,segmented_choice,0.28,results/full/calls/travelplanner__178
travelplanner__179,travelplanner,recall_miss,100,118,Task_Planner,stay_agent,False,False,False,18,221,segmented_choice,0.4,results/full/calls/travelplanner__179
travelplanner__180,travelplanner,correct,148,148,manager_agent,manager_agent,True,True,True,0,159,segmented_choice,0.5,results/full/calls/travelplanner__180
travelplanner__181,travelplanner,final_wrong,320,143,manager_agent,manager_agent,True,False,False,177,323,segmented_choice,0.37,results/full/calls/travelplanner__181
travelplanner__182,travelplanner,recall_miss,99,194,stay_agent,manager_agent,False,False,False,95,237,segmented_choice,0.12,results/full/calls/travelplanner__182
travelplanner__183,travelplanner,recall_miss,98,95,stay_agent,stay_agent,True,False,True,3,211,segmented_choice,0.09,results/full/calls/travelplanner__183
travelplanner__184,travelplanner,final_wrong,104,68,manager_agent,manager_agent,True,False,False,36,116,segmented_choice,0.19,results/full/calls/travelplanner__184
travelplanner__185,travelplanner,correct,157,157,manager_agent,manager_agent,True,True,True,0,232,segmented_choice,0.34,results/full/calls/travelplanner__185
travelplanner__186,travelplanner,recall_miss,57,59,stay_agent,stay_agent,True,False,True,2,108,segmented_choice,0.26,results/full/calls/travelplanner__186
travelplanner__187,travelplanner,correct,97,97,stay_agent,stay_agent,True,True,True,0,181,segmented_choice,0.39,results/full/calls/travelplanner__187
travelplanner__188,travelplanner,recall_miss,8,0,transport_agent,stay_agent,False,False,False,8,135,segmented_choice,0.16,results/full/calls/travelplanner__188
travelplanner__189,travelplanner,reduction_drop,147,46,manager_agent,Task_Planner,False,False,False,101,239,segmented_choice,0.22,results/full/calls/travelplanner__189
travelplanner__190,travelplanner,final_wrong,185,174,manager_agent,manager_agent,True,False,False,11,188,segmented_choice,0.36,results/full/calls/travelplanner__190
travelplanner__191,travelplanner,final_wrong,96,167,verifier_agent,manager_agent,False,False,False,71,213,segmented_choice,0.3,results/full/calls/travelplanner__191
travelplanner__192,travelplanner,correct,113,113,stay_agent,stay_agent,True,True,True,0,200,segmented_choice,0.46,results/full/calls/travelplanner__192
travelplanner__193,travelplanner,final_wrong,125,126,stay_agent,stay_agent,True,False,True,1,198,segmented_choice,0.25,results/full/calls/travelplanner__193
travelplanner__194,travelplanner,reduction_drop,185,45,manager_agent,manager_agent,True,False,False,140,191,segmented_choice,0.28,results/full/calls/travelplanner__194
travelplanner__195,travelplanner,final_wrong,121,120,manager_agent,manager_agent,True,False,True,1,204,segmented_choice,0.21,results/full/calls/travelplanner__195
travelplanner__196,travelplanner,final_wrong,229,9,food_attr_agent,transport_agent,False,False,False,220,232,segmented_choice,0.59,results/full/calls/travelplanner__196
travelplanner__197,travelplanner,recall_miss,108,12,verifier_agent,stay_agent,False,False,False,96,206,segmented_choice,0.28,results/full/calls/travelplanner__197
travelplanner__198,travelplanner,correct,241,241,Task_Planner,Task_Planner,True,True,True,0,247,segmented_choice,0.37,results/full/calls/travelplanner__198
travelplanner__199,travelplanner,final_wrong,218,93,food_attr_agent,stay_agent,False,False,False,125,221,segmented_choice,0.25,results/full/calls/travelplanner__199
travelplanner__200,travelplanner,final_wrong,219,87,Task_Planner,verifier_agent,False,False,False,132,225,segmented_choice,0.12,results/full/calls/travelplanner__200
travelplanner__201,travelplanner,correct,28,28,manager_agent,manager_agent,True,True,True,0,221,segmented_choice,0.45,results/full/calls/travelplanner__201
travelplanner__202,travelplanner,recall_miss,55,72,transport_agent,stay_agent,False,False,False,17,165,segmented_choice,0.66,results/full/calls/travelplanner__202
travelplanner__203,travelplanner,final_wrong,117,8,stay_agent,food_attr_agent,False,False,False,109,197,segmented_choice,0.8,results/full/calls/travelplanner__203
travelplanner__204,travelplanner,recall_miss,33,65,transport_agent,stay_agent,False,False,False,32,152,segmented_choice,0.73,results/full/calls/travelplanner__204
travelplanner__205,travelplanner,reduction_drop,76,178,stay_agent,Task_Planner,False,False,False,102,184,segmented_choice,0.29,results/full/calls/travelplanner__205
travelplanner__206,travelplanner,recall_miss,25,37,Task_Planner,manager_agent,False,False,False,12,216,segmented_choice,0.2,results/full/calls/travelplanner__206
travelplanner__207,travelplanner,recall_miss,198,134,manager_agent,manager_agent,True,False,False,64,209,segmented_choice,0.47,results/full/calls/travelplanner__207
travelplanner__208,travelplanner,final_wrong,183,7,manager_agent,manager_agent,True,False,False,176,330,segmented_choice,0.18,results/full/calls/travelplanner__208
travelplanner__209,travelplanner,reduction_drop,110,97,stay_agent,verifier_agent,False,False,False,13,239,segmented_choice,0.21,results/full/calls/travelplanner__209
travelplanner__210,travelplanner,reduction_drop,253,261,Task_Planner,verifier_agent,False,False,False,8,281,segmented_choice,0.17,results/full/calls/travelplanner__210
travelplanner__211,travelplanner,recall_miss,115,0,stay_agent,verifier_agent,False,False,False,115,203,segmented_choice,0.17,results/full/calls/travelplanner__211
travelplanner__212,travelplanner,recall_miss,179,32,transport_agent,transport_agent,True,False,False,147,338,segmented_choice,0.56,results/full/calls/travelplanner__212
travelplanner__213,travelplanner,final_wrong,73,8,manager_agent,food_attr_agent,False,False,False,65,148,segmented_choice,0.21,results/full/calls/travelplanner__213
travelplanner__214,travelplanner,final_wrong,225,26,verifier_agent,transport_agent,False,False,False,199,228,segmented_choice,0.45,results/full/calls/travelplanner__214
travelplanner__215,travelplanner,final_wrong,78,0,stay_agent,stay_agent,True,False,False,78,200,segmented_choice,0.2,results/full/calls/travelplanner__215
travelplanner__216,travelplanner,final_wrong,104,105,stay_agent,stay_agent,True,False,True,1,274,segmented_choice,0.22,results/full/calls/travelplanner__216
travelplanner__217,travelplanner,final_wrong,72,0,stay_agent,stay_agent,True,False,False,72,176,segmented_choice,0.22,results/full/calls/travelplanner__217
travelplanner__218,travelplanner,final_wrong,6,10,transport_agent,Task_Planner,False,False,True,4,182,segmented_choice,0.11,results/full/calls/travelplanner__218
travelplanner__219,travelplanner,recall_miss,32,33,stay_agent,stay_agent,True,False,True,1,102,segmented_choice,0.24,results/full/calls/travelplanner__219
travelplanner__220,travelplanner,recall_miss,123,149,Task_Planner,manager_agent,False,False,False,26,152,segmented_choice,0.3,results/full/calls/travelplanner__220
travelplanner__221,travelplanner,recall_miss,31,117,stay_agent,verifier_agent,False,False,False,86,120,segmented_choice,0.19,results/full/calls/travelplanner__221
travelplanner__222,travelplanner,final_wrong,1,57,Task_Planner,verifier_agent,False,False,False,56,68,segmented_choice,0.53,results/full/calls/travelplanner__222
travelplanner__223,travelplanner,final_wrong,123,173,transport_agent,manager_agent,False,False,False,50,211,segmented_choice,0.31,results/full/calls/travelplanner__223
travelplanner__224,travelplanner,recall_miss,89,191,Task_Planner,stay_agent,False,False,False,102,193,segmented_choice,0.08,results/full/calls/travelplanner__224
travelplanner__225,travelplanner,recall_miss,110,42,Task_Planner,stay_agent,False,False,False,68,186,segmented_choice,0.15,results/full/calls/travelplanner__225
travelplanner__226,travelplanner,reduction_drop,53,26,transport_agent,transport_agent,True,False,False,27,198,segmented_choice,0.54,results/full/calls/travelplanner__226
travelplanner__227,travelplanner,final_wrong,99,93,manager_agent,manager_agent,True,False,False,6,102,segmented_choice,0.11,results/full/calls/travelplanner__227
travelplanner__228,travelplanner,recall_miss,32,36,stay_agent,stay_agent,True,False,True,4,97,segmented_choice,0.12,results/full/calls/travelplanner__228
travelplanner__229,travelplanner,final_wrong,238,177,food_attr_agent,stay_agent,False,False,False,61,241,segmented_choice,0.15,results/full/calls/travelplanner__229
travelplanner__230,travelplanner,recall_miss,324,322,stay_agent,stay_agent,True,False,True,2,398,segmented_choice,0.54,results/full/calls/travelplanner__230
travelplanner__231,travelplanner,recall_miss,210,139,transport_agent,stay_agent,False,False,False,71,224,segmented_choice,0.33,results/full/calls/travelplanner__231
travelplanner__232,travelplanner,final_wrong,191,121,Task_Planner,transport_agent,False,False,False,70,251,segmented_choice,0.35,results/full/calls/travelplanner__232
travelplanner__233,travelplanner,final_wrong,55,93,Computer_terminal,stay_agent,False,False,False,38,210,segmented_choice,0.24,results/full/calls/travelplanner__233
travelplanner__234,travelplanner,final_wrong,61,165,stay_agent,Task_Planner,False,False,False,104,170,segmented_choice,0.09,results/full/calls/travelplanner__234
travelplanner__235,travelplanner,final_wrong,166,57,verifier_agent,verifier_agent,True,False,False,109,169,segmented_choice,0.12,results/full/calls/travelplanner__235
travelplanner__236,travelplanner,final_wrong,64,65,stay_agent,stay_agent,True,False,True,1,189,segmented_choice,0.26,results/full/calls/travelplanner__236
travelplanner__237,travelplanner,recall_miss,86,89,stay_agent,stay_agent,True,False,True,3,231,segmented_choice,0.23,results/full/calls/travelplanner__237
travelplanner__238,travelplanner,recall_miss,21,38,stay_agent,stay_agent,True,False,False,17,94,segmented_choice,0.54,results/full/calls/travelplanner__238
travelplanner__239,travelplanner,direct_wrong,12,26,Computer_terminal,Task_Planner,False,False,False,14,31,full_context,0.52,results/full/calls/travelplanner__239
travelplanner__240,travelplanner,reduction_drop,39,42,stay_agent,manager_agent,False,False,True,3,90,segmented_choice,0.63,results/full/calls/travelplanner__240
travelplanner__241,travelplanner,final_wrong,131,73,verifier_agent,Task_Planner,False,False,False,58,134,segmented_choice,0.11,results/full/calls/travelplanner__241
travelplanner__242,travelplanner,final_wrong,61,55,stay_agent,stay_agent,True,False,False,6,165,segmented_choice,0.38,results/full/calls/travelplanner__242
travelplanner__243,travelplanner,reduction_drop,1,34,Task_Planner,manager_agent,False,False,False,33,86,segmented_choice,0.28,results/full/calls/travelplanner__243
travelplanner__244,travelplanner,reduction_drop,96,84,Task_Planner,stay_agent,False,False,False,12,221,segmented_choice,0.49,results/full/calls/travelplanner__244
travelplanner__245,travelplanner,recall_miss,167,24,stay_agent,transport_agent,False,False,False,143,296,segmented_choice,0.25,results/full/calls/travelplanner__245
travelplanner__246,travelplanner,recall_miss,184,28,Task_Planner,transport_agent,False,False,False,156,297,segmented_choice,0.15,results/full/calls/travelplanner__246
travelplanner__247,travelplanner,correct,158,158,stay_agent,manager_agent,False,True,True,0,299,segmented_choice,0.19,results/full/calls/travelplanner__247
travelplanner__248,travelplanner,recall_miss,45,47,stay_agent,manager_agent,False,False,True,2,154,segmented_choice,0.22,results/full/calls/travelplanner__248
travelplanner__249,travelplanner,recall_miss,69,70,stay_agent,stay_agent,True,False,True,1,178,segmented_choice,0.28,results/full/calls/travelplanner__249
travelplanner__250,travelplanner,recall_miss,92,25,manager_agent,stay_agent,False,False,False,67,98,segmented_choice,0.38,results/full/calls/travelplanner__250
travelplanner__251,travelplanner,recall_miss,20,9,transport_agent,food_attr_agent,False,False,False,11,120,segmented_choice,0.47,results/full/calls/travelplanner__251
travelplanner__252,travelplanner,final_wrong,69,18,manager_agent,manager_agent,True,False,False,51,75,segmented_choice,0.22,results/full/calls/travelplanner__252
travelplanner__253,travelplanner,recall_miss,36,47,stay_agent,Task_Planner,False,False,False,11,59,segmented_choice,0.35,results/full/calls/travelplanner__253
travelplanner__254,travelplanner,reduction_drop,177,45,food_attr_agent,stay_agent,False,False,False,132,199,segmented_choice,0.67,results/full/calls/travelplanner__254
travelplanner__255,travelplanner,recall_miss,98,103,stay_agent,manager_agent,False,False,True,5,249,segmented_choice,0.32,results/full/calls/travelplanner__255
travelplanner__256,travelplanner,recall_miss,114,47,manager_agent,manager_agent,True,False,False,67,120,segmented_choice,0.3,results/full/calls/travelplanner__256
travelplanner__257,travelplanner,reduction_drop,2,16,Task_Planner,transport_agent,False,False,False,14,315,segmented_choice,0.53,results/full/calls/travelplanner__257
travelplanner__258,travelplanner,recall_miss,106,14,manager_agent,transport_agent,False,False,False,92,172,segmented_choice,0.29,results/full/calls/travelplanner__258
travelplanner__259,travelplanner,final_wrong,5,32,transport_agent,transport_agent,True,False,False,27,127,segmented_choice,0.31,results/full/calls/travelplanner__259
travelplanner__260,travelplanner,final_wrong,108,60,manager_agent,manager_agent,True,False,False,48,114,segmented_choice,0.31,results/full/calls/travelplanner__260
travelplanner__261,travelplanner,reduction_drop,162,24,manager_agent,manager_agent,True,False,False,138,171,segmented_choice,0.36,results/full/calls/travelplanner__261
travelplanner__262,travelplanner,final_wrong,61,23,stay_agent,verifier_agent,False,False,False,38,120,segmented_choice,0.12,results/full/calls/travelplanner__262
travelplanner__263,travelplanner,recall_miss,138,50,verifier_agent,verifier_agent,True,False,False,88,154,segmented_choice,0.16,results/full/calls/travelplanner__263
travelplanner__264,travelplanner,final_wrong,169,27,manager_agent,manager_agent,True,False,False,142,172,segmented_choice,0.27,results/full/calls/travelplanner__264
travelplanner__265,travelplanner,reduction_drop,1,60,Task_Planner,manager_agent,False,False,False,59,147,segmented_choice,0.19,results/full/calls/travelplanner__265
travelplanner__266,travelplanner,recall_miss,77,14,food_attr_agent,food_attr_agent,True,False,False,63,193,segmented_choice,0.1,results/full/calls/travelplanner__266
travelplanner__267,travelplanner,correct,38,38,Computer_terminal,food_attr_agent,False,True,True,0,111,segmented_choice,0.16,results/full/calls/travelplanner__267
travelplanner__268,travelplanner,recall_miss,29,27,stay_agent,stay_agent,True,False,True,2,106,segmented_choice,0.39,results/full/calls/travelplanner__268
travelplanner__269,travelplanner,recall_miss,1,13,Task_Planner,transport_agent,False,False,False,12,76,segmented_choice,0.41,results/full/calls/travelplanner__269
travelplanner__270,travelplanner,recall_miss,48,41,manager_agent,manager_agent,True,False,False,7,51,segmented_choice,0.27,results/full/calls/travelplanner__270
travelplanner__271,travelplanner,recall_miss,50,59,manager_agent,verifier_agent,False,False,False,9,87,segmented_choice,0.23,results/full/calls/travelplanner__271
travelplanner__272,travelplanner,recall_miss,66,17,manager_agent,stay_agent,False,False,False,49,69,segmented_choice,0.27,results/full/calls/travelplanner__272
travelplanner__273,travelplanner,correct,19,19,stay_agent,stay_agent,True,True,True,0,140,segmented_choice,0.28,results/full/calls/travelplanner__273
travelplanner__274,travelplanner,recall_miss,144,17,food_attr_agent,food_attr_agent,True,False,False,127,178,segmented_choice,0.3,results/full/calls/travelplanner__274
travelplanner__275,travelplanner,reduction_drop,100,66,verifier_agent,verifier_agent,True,False,False,34,109,segmented_choice,0.11,results/full/calls/travelplanner__275
travelplanner__276,travelplanner,final_wrong,49,27,stay_agent,stay_agent,True,False,False,22,146,segmented_choice,0.23,results/full/calls/travelplanner__276
travelplanner__277,travelplanner,recall_miss,68,67,stay_agent,manager_agent,False,False,True,1,171,segmented_choice,0.36,results/full/calls/travelplanner__277
travelplanner__278,travelplanner,final_wrong,177,173,verifier_agent,verifier_agent,True,False,True,4,180,segmented_choice,0.23,results/full/calls/travelplanner__278
travelplanner__279,travelplanner,recall_miss,94,25,food_attr_agent,manager_agent,False,False,False,69,137,segmented_choice,0.31,results/full/calls/travelplanner__279
travelplanner__280,travelplanner,reduction_drop,72,17,Computer_terminal,transport_agent,False,False,False,55,114,segmented_choice,0.34,results/full/calls/travelplanner__280
travelplanner__281,travelplanner,recall_miss,123,21,manager_agent,manager_agent,True,False,False,102,178,segmented_choice,0.14,results/full/calls/travelplanner__281
travelplanner__282,travelplanner,recall_miss,1,24,Task_Planner,stay_agent,False,False,False,23,95,segmented_choice,0.48,results/full/calls/travelplanner__282
travelplanner__283,travelplanner,reduction_drop,70,60,food_attr_agent,manager_agent,False,False,False,10,119,segmented_choice,0.36,results/full/calls/travelplanner__283
travelplanner__284,travelplanner,final_wrong,7,16,manager_agent,manager_agent,True,False,False,9,23,segmented_choice,0.13,results/full/calls/travelplanner__284
travelplanner__285,travelplanner,recall_miss,18,27,transport_agent,stay_agent,False,False,False,9,83,segmented_choice,0.41,results/full/calls/travelplanner__285
travelplanner__286,travelplanner,reduction_drop,187,71,manager_agent,transport_agent,False,False,False,116,190,segmented_choice,0.31,results/full/calls/travelplanner__286
travelplanner__287,travelplanner,reduction_drop,91,77,transport_agent,food_attr_agent,False,False,False,14,165,segmented_choice,0.2,results/full/calls/travelplanner__287
travelplanner__288,travelplanner,final_wrong,183,47,food_attr_agent,food_attr_agent,True,False,False,136,186,segmented_choice,0.26,results/full/calls/travelplanner__288
travelplanner__289,travelplanner,final_wrong,49,45,stay_agent,food_attr_agent,False,False,True,4,108,segmented_choice,0.28,results/full/calls/travelplanner__289
travelplanner__290,travelplanner,recall_miss,184,151,verifier_agent,manager_agent,False,False,False,33,202,segmented_choice,0.26,results/full/calls/travelplanner__290
travelplanner__291,travelplanner,final_wrong,50,113,transport_agent,food_attr_agent,False,False,False,63,234,segmented_choice,0.19,results/full/calls/travelplanner__291
travelplanner__292,travelplanner,recall_miss,105,80,stay_agent,stay_agent,True,False,False,25,146,segmented_choice,0.42,results/full/calls/travelplanner__292
travelplanner__293,travelplanner,reduction_drop,132,141,verifier_agent,verifier_agent,True,False,False,9,148,segmented_choice,0.1,results/full/calls/travelplanner__293
travelplanner__294,travelplanner,recall_miss,71,11,transport_agent,manager_agent,False,False,False,60,143,segmented_choice,0.75,results/full/calls/travelplanner__294
travelplanner__295,travelplanner,recall_miss,7,46,transport_agent,verifier_agent,False,False,False,39,152,segmented_choice,0.21,results/full/calls/travelplanner__295
travelplanner__296,travelplanner,final_wrong,81,41,stay_agent,stay_agent,True,False,False,40,190,segmented_choice,0.24,results/full/calls/travelplanner__296
travelplanner__297,travelplanner,correct,84,84,transport_agent,food_attr_agent,False,True,True,0,230,segmented_choice,0.15,results/full/calls/travelplanner__297
travelplanner__298,travelplanner,recall_miss,56,59,Task_Planner,manager_agent,False,False,True,3,192,segmented_choice,0.18,results/full/calls/travelplanner__298
travelplanner__299,travelplanner,recall_miss,113,98,stay_agent,verifier_agent,False,False,False,15,180,segmented_choice,0.09,results/full/calls/travelplanner__299
